Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.14-68.67.178.137-49698-443-6,192.168.10.14,49698,68.67.178.137,443,6,3/7/17 9:06,10260830,11,9,898,6045,541,0,81.63636364,164.6877486,1689,2,671.6666667,742.2083602,676.6509142,1.949160058,540043.6842,2259264.938,9868532,1,1.03E+07,1026076.8,3107421.494,9868532,3,1.02E+07,1278566,3524655.128,1.00E+07,1,0,0,0,0,232,184,1.072038032,0.877122026,0,1689,330.6190476,570.8000067,325812.6476,0,0,0,1,0,0,0,0,0,347.15,81.63636364,671.6666667,232,0,0,0,0,0,0,11,898,9,6045,8192,30837,10,20,391673,0,391673,391673,9868532,0,9868532,9868532,Benign
192.168.10.16-208.73.56.29-123-123-17,192.168.10.16,123,208.73.56.29,123,17,3/7/17 9:04,68077536,8,8,384,384,48,48,48,0,48,48,48,0,11.28125436,0.235026133,4538502.4,1.42E+07,5.59E+07,91528,6.80E+07,9712285.571,2.04E+07,5.60E+07,1990131,6.80E+07,9712284.857,2.04E+07,5.60E+07,1990118,0,0,0,0,184,184,0.117513066,0.117513066,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,184,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,1.21E+07,0,1.21E+07,1.21E+07,5.59E+07,0,5.59E+07,5.59E+07,Benign
192.168.10.14-69.172.216.55-49789-443-6,192.168.10.14,49789,69.172.216.55,443,6,3/7/17 9:06,1653236,7,8,4603,3376,3942,0,657.5714286,1460.355876,1460,0,422,598.7894932,4826.292193,9.073114788,118088.2857,393287.2395,1483465,1,1627006,271167.6667,594535.1686,1483465,259,1627078,232439.7143,584924.4555,1558569,1,0,0,0,0,152,172,4.234120234,4.838994554,0,3942,498.6875,1025.609524,1051874.896,0,0,0,1,0,0,0,0,1,531.9333333,657.5714286,422,152,0,0,0,0,0,0,7,4603,8,3376,8192,77,6,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.55-49789-443-6,192.168.10.14,49789,69.172.216.55,443,6,3/7/17 9:06,5415,2,0,12,0,6,6,6,0,0,0,0,0,2216.066482,369.3444137,5415,0,5415,5415,5415,5415,0,5415,5415,0,0,0,0,0,0,0,0,0,40,0,369.3444137,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
172.217.12.170-192.168.10.14-443-49784-6,192.168.10.14,49784,172.217.12.170,443,6,3/7/17 9:06,2039940,11,7,560,4039,197,0,50.90909091,69.83903571,2860,0,577,1043.732884,2254.478073,8.823788935,119996.4706,401826.285,1674558,1,2039940,203994,517714.2459,1674558,3,312288,52048,83562.87116,194365,1,0,0,0,0,232,152,5.39231546,3.431473475,0,2860,242.0526316,659.5813886,435047.6082,0,0,0,1,0,0,0,0,0,255.5,50.90909091,577,232,0,0,0,0,0,0,11,560,7,4039,8192,343,10,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.111-49792-443-6,192.168.10.14,49792,69.172.216.111,443,6,3/7/17 9:06,1319061,7,8,2999,3375,2338,0,428.4285714,862.6180803,1460,0,421.875,598.8125005,4832.225348,11.3717258,94218.64286,308454.266,1164634,4,1293571,215595.1667,465662.8166,1164634,434,1295450,185064.2857,464665.2631,1238471,4,0,0,0,0,152,172,5.306805371,6.064920424,0,2338,398.375,690.1274158,476275.85,0,0,0,1,0,0,0,0,1,424.9333333,428.4285714,421.875,152,0,0,0,0,0,0,7,2999,8,3375,8192,71,6,20,0,0,0,0,0,0,0,0,Benign
172.217.12.170-192.168.10.14-443-49784-6,172.217.12.170,443,192.168.10.14,49784,6,3/7/17 9:06,16300,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6,0,3435.582822,245.398773,5433.333333,9321.729793,16197,4,16300,8150,11520.18368,16296,4,0,0,0,0,0,0,0,0,0,60,20,184.0490798,61.34969325,6,38,12.4,14.31083506,204.8,0,0,0,0,1,0,0,0,0,15.5,16.66666667,6,60,0,0,0,0,0,0,3,50,1,6,351,0,2,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.111-49792-443-6,192.168.10.14,49792,69.172.216.111,443,6,3/7/17 9:06,21781,2,0,12,0,6,6,6,0,0,0,0,0,550.9388917,91.82314862,21781,0,21781,21781,21781,21781,0,21781,21781,0,0,0,0,0,0,0,0,0,40,0,91.82314862,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
158.69.125.231-192.168.10.16-123-123-17,192.168.10.16,123,158.69.125.231,123,17,3/7/17 9:04,67007716,8,8,384,384,48,48,48,0,48,48,48,0,11.46136663,0.238778471,4467181.067,1.43E+07,5.60E+07,16087,6.70E+07,9570228,2.05E+07,5.60E+07,999974,6.70E+07,9570206.429,2.05E+07,5.60E+07,999852,0,0,0,0,196,196,0.119389236,0.119389236,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,196,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,1.10E+07,0,1.10E+07,1.10E+07,5.60E+07,0,5.60E+07,5.60E+07,Benign
192.168.10.16-64.6.144.6-123-123-17,192.168.10.16,123,64.6.144.6,123,17,3/7/17 9:04,69059056,8,8,384,384,48,48,48,0,48,48,48,0,11.12091657,0.231685762,4603937.067,1.45E+07,5.69E+07,67420,6.90E+07,9855047.714,2.08E+07,5.70E+07,1987098,6.90E+07,9855935.571,2.08E+07,5.70E+07,1987133,0,0,0,0,208,208,0.115842881,0.115842881,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,208,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,1.21E+07,0,1.21E+07,1.21E+07,5.69E+07,0,5.69E+07,5.69E+07,Benign
192.168.10.16-206.108.0.134-123-123-17,192.168.10.16,123,206.108.0.134,123,17,3/7/17 9:04,69950862,9,9,432,432,48,48,48,0,48,48,48,0,12.35152756,0.257323491,4114756.588,1.34E+07,5.60E+07,22131,6.99E+07,8741061.375,1.91E+07,5.60E+07,932781,6.99E+07,8741078.5,1.91E+07,5.60E+07,932678,0,0,0,0,204,204,0.128661745,0.128661745,48,48,48,0,0,0,0,0,0,0,0,0,0,1,50.66666667,48,48,204,0,0,0,0,0,0,9,432,9,432,-1,-1,8,20,1.40E+07,0,1.40E+07,1.40E+07,5.60E+07,0,5.60E+07,5.60E+07,Benign
192.168.10.16-99.224.25.39-123-123-17,192.168.10.16,123,99.224.25.39,123,17,3/7/17 9:04,69975674,8,8,384,384,48,48,48,0,48,48,48,0,10.97524263,0.228650888,4665044.933,1.50E+07,5.89E+07,53047,6.99E+07,9988018.429,2.16E+07,5.90E+07,921553,6.99E+07,9988946.714,2.16E+07,5.90E+07,928942,0,0,0,0,196,196,0.114325444,0.114325444,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,196,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,1.10E+07,0,1.10E+07,1.10E+07,5.89E+07,0,5.89E+07,5.89E+07,Benign
192.168.10.14-69.172.216.111-49807-443-6,192.168.10.14,49807,69.172.216.111,443,6,3/7/17 9:06,167942,6,8,2856,3375,2201,0,476,868.1223416,1460,0,421.875,598.8125005,37102.09477,83.36211311,12918.61538,18140.06022,61218,3,143458,28691.6,33653.57042,85676,374,144062,20580.28571,31405.20154,85258,3,0,0,0,0,132,172,35.7266199,47.63549321,0,2201,415.4,679.976029,462367.4,0,0,0,1,0,0,0,0,1,445.0714286,476,421.875,132,0,0,0,0,0,0,6,2856,8,3375,8192,71,5,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.111-49808-443-6,192.168.10.14,49808,69.172.216.111,443,6,3/7/17 9:06,167665,7,7,2886,3375,1460,0,412.2857143,550.6695059,2733,0,482.1428571,1001.98061,37342.31951,83.49983598,12897.30769,16953.0483,55341,3,143091,23848.5,30202.53403,81270,97,143827,23971.16667,31411.62772,79644,3,0,0,0,0,152,152,41.74991799,41.74991799,0,2733,417.4,758.1443323,574782.8286,0,0,0,1,0,0,0,0,1,447.2142857,412.2857143,482.1428571,152,0,0,0,0,0,0,7,2886,7,3375,8192,71,6,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.55-49806-443-6,192.168.10.14,49806,69.172.216.55,443,6,3/7/17 9:06,265426,7,8,4613,3376,3952,0,659,1464.104391,1460,0,422,598.7894932,30098.7846,56.51292639,18959,25794.3371,84238,3,235240,39206.66667,37707.02551,89040,4975,241603,34514.71429,62508.60318,172740,3,0,0,0,0,152,172,26.37269898,30.14022741,0,3952,499.3125,1027.848349,1056472.229,0,0,0,1,0,0,0,0,1,532.6,659,422,152,0,0,0,0,0,0,7,4613,8,3376,8192,75,6,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.111-49808-443-6,192.168.10.14,49808,69.172.216.111,443,6,3/7/17 9:06,62625,2,0,12,0,6,6,6,0,0,0,0,0,191.6167665,31.93612774,62625,0,62625,62625,62625,62625,0,62625,62625,0,0,0,0,0,0,0,0,0,40,0,31.93612774,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.111-49807-443-6,192.168.10.14,49807,69.172.216.111,443,6,3/7/17 9:06,63023,2,0,12,0,6,6,6,0,0,0,0,0,190.4066769,31.73444615,63023,0,63023,63023,63023,63023,0,63023,63023,0,0,0,0,0,0,0,0,0,40,0,31.73444615,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-69.172.216.55-49806-443-6,192.168.10.14,49806,69.172.216.55,443,6,3/7/17 9:06,92804,2,0,12,0,6,6,6,0,0,0,0,0,129.3047713,21.55079522,92804,0,92804,92804,92804,92804,0,92804,92804,0,0,0,0,0,0,0,0,0,40,0,21.55079522,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.1-192.168.10.3-53-62154-17,192.168.10.3,62154,192.168.10.1,53,17,3/7/17 9:02,119615,1,1,101,165,101,101,101,0,165,165,165,0,2223.801363,16.720311,119615,0,119615,119615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8.360155499,8.360155499,101,165,122.3333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,183.5,101,165,20,0,0,0,0,0,0,1,101,1,165,-1,-1,0,20,0,0,0,0,0,0,0,0,Benign
192.168.10.16-31.13.66.5-44194-443-6,192.168.10.16,44194,31.13.66.5,443,6,3/7/17 9:06,237635,10,7,563,3826,197,0,56.3,76.47374277,1398,0,546.5714286,628.2557487,18469.50155,71.5382835,14852.1875,24425.99715,62089,7,237635,26403.88889,34074.83332,83141,18,152411,25401.83333,38454.72658,85464,48,0,0,0,0,328,232,42.08134324,29.45694027,0,1398,243.8333333,452.0255394,204327.0882,0,0,0,1,0,0,0,0,0,258.1764706,56.3,546.5714286,328,0,0,0,0,0,0,10,563,7,3826,29200,114,5,32,0,0,0,0,0,0,0,0,Benign
192.168.10.16-31.13.66.5-44194-443-6,31.13.66.5,443,192.168.10.16,44194,6,3/7/17 9:06,341,4,4,115,24,46,0,28.75,20.12254126,6,6,6,0,407624.6334,23460.41056,48.71428571,79.61514572,213,0,341,113.6666667,193.4149253,337,1,217,72.33333333,121.8373232,213,0,1,0,0,0,128,80,11730.20528,11730.20528,0,46,19.66666667,18.12456896,328.5,0,1,0,0,1,0,0,0,1,22.125,28.75,6,128,0,0,0,0,0,0,4,115,4,24,118,0,2,32,0,0,0,0,0,0,0,0,Benign
192.168.10.16-91.189.91.157-123-123-17,192.168.10.16,123,91.189.91.157,123,17,3/7/17 9:04,68028222,3,3,144,144,48,48,48,0,48,48,48,0,4.233537075,0.088198689,1.36E+07,2.82E+07,6.40E+07,36525,6.80E+07,3.40E+07,4.24E+07,6.40E+07,3995687,6.80E+07,3.40E+07,4.24E+07,6.40E+07,3995476,0,0,0,0,60,60,0.044099345,0.044099345,48,48,48,0,0,0,0,0,0,0,0,0,0,1,56,48,48,60,0,0,0,0,0,0,3,144,3,144,-1,-1,2,20,4032373,0,4032373,4032373,6.40E+07,0,6.40E+07,6.40E+07,Benign
192.168.10.16-206.75.89.101-123-123-17,192.168.10.16,123,206.75.89.101,123,17,3/7/17 9:04,71084645,8,8,384,384,48,48,48,0,48,48,48,0,10.80402104,0.225083772,4738976.333,1.45E+07,5.69E+07,88909,7.10E+07,1.01E+07,2.07E+07,5.70E+07,1980184,7.10E+07,1.01E+07,2.07E+07,5.70E+07,1980254,0,0,0,0,208,208,0.112541886,0.112541886,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,208,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,1.41E+07,0,1.41E+07,1.41E+07,5.69E+07,0,5.69E+07,5.69E+07,Benign
192.168.10.16-206.108.0.131-123-123-17,192.168.10.16,123,206.108.0.131,123,17,3/7/17 9:04,71676640,8,8,384,384,48,48,48,0,48,48,48,0,10.71478797,0.223224749,4778442.667,1.50E+07,5.90E+07,28753,7.16E+07,1.02E+07,2.15E+07,5.90E+07,1990419,7.16E+07,1.02E+07,2.15E+07,5.90E+07,1990404,0,0,0,0,184,184,0.111612375,0.111612375,48,48,48,0,0,0,0,0,0,0,0,0,0,1,51,48,48,184,0,0,0,0,0,0,8,384,8,384,-1,-1,7,20,1.27E+07,0,1.27E+07,1.27E+07,5.90E+07,0,5.90E+07,5.90E+07,Benign
192.168.10.14-208.81.233.48-49830-443-6,192.168.10.14,49830,208.81.233.48,443,6,3/7/17 9:06,167499,7,10,1069,5202,517,0,152.7142857,207.353735,1460,2,520.2,676.1393348,37439.02949,101.4931432,10468.6875,17915.25158,40774,2,126554,21092.33333,22688.95003,43603,3,126948,14105.33333,20230.35365,41263,2,0,0,0,0,152,204,41.79129428,59.70184897,0,1460,348.3888889,545.4107075,297472.8399,0,0,0,1,0,0,0,0,1,368.8823529,152.7142857,520.2,152,0,0,0,0,0,0,7,1069,10,5202,8192,40229,6,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-208.81.233.48-49830-443-6,192.168.10.14,49830,208.81.233.48,443,6,3/7/17 9:06,14242,2,0,12,0,6,6,6,0,0,0,0,0,842.5782896,140.4297149,14242,0,14242,14242,14242,14242,0,14242,14242,0,0,0,0,0,0,0,0,0,40,0,140.4297149,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63467,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-208.81.233.48-49833-443-6,192.168.10.14,49833,208.81.233.48,443,6,3/7/17 9:06,69052,4,1,204,2,192,0,51,94.04254356,2,2,2,0,2983.258993,72.40919886,17263,16881.88795,40419,64,69052,23017.33333,15212.16337,40483,12665,0,0,0,0,0,0,0,0,0,92,24,57.92735909,14.48183977,0,192,34.33333333,77.28820522,5973.466667,0,0,0,1,0,0,0,0,0,41.2,51,2,92,0,0,0,0,0,0,4,204,1,2,8192,8190,3,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-208.81.233.48-49833-443-6,208.81.233.48,443,192.168.10.14,49833,6,3/7/17 9:06,12354,5,1,4421,6,1460,6,884.2,788.5132846,6,6,6,0,358345.4751,485.6726566,2470.8,5365.249081,12068,1,12354,3088.5,5987.202157,12068,1,0,0,0,0,0,1,0,0,0,100,20,404.7272139,80.94544277,6,1460,841,772.0891572,596121.6667,0,1,0,0,1,0,0,0,0,981.1666667,884.2,6,100,0,0,0,0,0,0,5,4421,1,6,35304,0,4,20,0,0,0,0,0,0,0,0,Benign
192.168.10.50-45.127.112.2-123-123-17,192.168.10.50,123,45.127.112.2,123,17,3/7/17 9:04,66022635,2,2,96,96,48,48,48,0,48,48,48,0,2.908093565,0.060585283,2.20E+07,3.81E+07,6.60E+07,22356,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,52,52,0.030292641,0.030292641,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,22375,0,22375,22375,6.60E+07,0,6.60E+07,6.60E+07,Benign
192.168.10.14-208.81.233.48-49835-443-6,192.168.10.14,49835,208.81.233.48,443,6,3/7/17 9:06,169653,6,10,1063,5202,517,0,177.1666667,215.8058541,1460,2,520.2,676.1393348,36928.31839,94.31015072,11310.2,18314.69514,40732,2,128623,25724.6,22138.85451,43812,862,128985,14331.66667,20608.86762,42951,2,0,0,0,0,132,204,35.36630652,58.9438442,0,1460,368.5294118,555.2540092,308307.0147,0,0,0,1,0,0,0,0,1,391.5625,177.1666667,520.2,132,0,0,0,0,0,0,6,1063,10,5202,8192,40229,5,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-208.81.233.48-49835-443-6,192.168.10.14,49835,208.81.233.48,443,6,3/7/17 9:06,6264,2,0,12,0,6,6,6,0,0,0,0,0,1915.708812,319.284802,6264,0,6264,6264,6264,6264,0,6264,6264,0,0,0,0,0,0,0,0,0,40,0,319.284802,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63467,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.17-91.189.89.198-123-123-17,192.168.10.17,123,91.189.89.198,123,17,3/7/17 9:04,65094220,2,2,96,96,48,48,48,0,48,48,48,0,2.949570638,0.061449388,2.17E+07,3.74E+07,6.49E+07,93980,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,0,0,0,0,40,40,0.030724694,0.030724694,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,93980,0,93980,93980,6.49E+07,0,6.49E+07,6.49E+07,Benign
192.168.10.17-67.162.205.205-123-123-17,192.168.10.17,123,67.162.205.205,123,17,3/7/17 9:04,67081185,2,2,96,96,48,48,48,0,48,48,48,0,2.862203463,0.059629239,2.24E+07,3.86E+07,6.69E+07,80233,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,52,40,0.029814619,0.029814619,48,48,48,0,0,0,0,0,0,0,0,0,0,1,60,48,48,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,80233,0,80233,80233,6.69E+07,0,6.69E+07,6.69E+07,Benign
192.168.10.14-208.81.233.48-49836-443-6,192.168.10.14,49836,208.81.233.48,443,6,3/7/17 9:06,250366,7,10,1085,4834,533,0,155,212.0731006,1460,2,483.4,678.6021908,23641.38901,67.90059353,15647.875,25271.69525,82815,1,209050,34841.66667,49040.29624,126363,4,209945,23327.22222,41577.0092,123728,1,0,0,0,0,152,204,27.95906792,39.94152561,0,1460,328.8333333,540.8557761,292524.9706,0,0,0,1,0,0,0,0,1,348.1764706,155,483.4,152,0,0,0,0,0,0,7,1085,10,4834,8192,40235,6,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-208.81.233.48-49836-443-6,192.168.10.14,49836,208.81.233.48,443,6,3/7/17 9:06,14938,2,0,12,0,6,6,6,0,0,0,0,0,803.3203909,133.8867318,14938,0,14938,14938,14938,14938,0,14938,14938,0,0,0,0,0,0,0,0,0,40,0,133.8867318,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63835,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.16-23.194.141.58-60416-80-6,192.168.10.16,60416,23.194.141.58,80,6,3/7/17 9:06,3950991,10,12,369,17459,369,0,36.9,116.6880457,4344,0,1454.916667,1372.886373,4512.285652,5.568223263,188142.4286,654985.7168,2875361,3,1075630,119514.4444,340453.9813,1026991,176,3927827,357075.1818,892617.8783,2875364,50,0,0,0,0,328,392,2.531010574,3.037212689,0,4344,775.1304348,1214.524086,1475068.755,0,0,0,1,0,0,0,0,1,810.3636364,36.9,1454.916667,328,0,0,0,0,0,0,10,369,12,17459,29200,939,1,32,0,0,0,0,0,0,0,0,Benign
192.168.10.16-91.189.89.199-123-123-17,192.168.10.16,123,91.189.89.199,123,17,3/7/17 9:04,71055147,3,3,144,144,48,48,48,0,48,48,48,0,4.053189841,0.084441455,1.42E+07,2.90E+07,6.59E+07,94076,7.10E+07,3.55E+07,4.31E+07,6.60E+07,4970315,7.10E+07,3.55E+07,4.31E+07,6.60E+07,4970194,0,0,0,0,72,60,0.042220728,0.042220728,48,48,48,0,0,0,0,0,0,0,0,0,0,1,56,48,48,72,0,0,0,0,0,0,3,144,3,144,-1,-1,2,20,5064404,0,5064404,5064404,6.59E+07,0,6.59E+07,6.59E+07,Benign
192.168.10.9-52.20.107.43-1168-443-6,192.168.10.9,1168,52.20.107.43,443,6,3/7/17 9:05,60410842,13,14,1857,4219,1477,0,142.8461538,405.4281371,1460,0,301.3571429,535.152402,100.5779724,0.44693964,2323493.923,4284312.522,1.00E+07,48,6.04E+07,5034236.833,5223931.056,1.01E+07,193,6.04E+07,4643063.308,5196568.057,1.01E+07,48,0,0,0,0,272,352,0.21519316,0.23174648,0,1477,217,468.0023742,219026.2222,0,0,0,1,0,0,0,0,1,225.037037,142.8461538,301.3571429,272,0,0,0,0,0,0,13,1857,14,4219,8192,130,12,20,74887,59576.09503,196496,50437,9993546.667,18490.01502,1.00E+07,9957395,Benign
192.168.10.14-208.81.233.48-49840-443-6,192.168.10.14,49840,208.81.233.48,443,6,3/7/17 9:06,201746,6,10,1079,5186,533,0,179.8333333,220.8840571,1460,2,518.6,675.8300575,31053.89946,79.30764427,13449.73333,18598.24447,40696,1,160546,32109.2,16347.92836,43932,4264,161260,17917.77778,27213.31251,71550,1,0,0,0,0,132,204,29.7403666,49.56727767,0,1460,368.5294118,555.052263,308083.0147,0,0,0,1,0,0,0,0,1,391.5625,179.8333333,518.6,132,0,0,0,0,0,0,6,1079,10,5186,8192,40235,5,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-208.81.233.48-49840-443-6,192.168.10.14,49840,208.81.233.48,443,6,3/7/17 9:06,6766,2,0,12,0,6,6,6,0,0,0,0,0,1773.573751,295.5956252,6766,0,6766,6766,6766,6766,0,6766,6766,0,0,0,0,0,0,0,0,0,40,0,295.5956252,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,63483,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-72.167.239.239-49845-80-6,192.168.10.14,49845,72.167.239.239,80,6,3/7/17 9:06,59528,3,4,426,2278,420,0,142,240.7737527,2266,0,569.5,1131.003537,45424.00215,117.5917215,9921.333333,14830.77044,29120,4,29661,14830.5,20390.83825,29249,412,30408,10136,16817.53481,29549,4,0,0,0,0,72,92,50.39645209,67.19526945,0,2266,338,792.5827582,628187.4286,0,0,0,1,0,0,0,0,1,386.2857143,142,569.5,72,0,0,0,0,0,0,3,426,4,2278,8192,237,2,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-72.167.239.239-49846-80-6,192.168.10.14,49846,72.167.239.239,80,6,3/7/17 9:06,60224,3,4,426,2278,420,0,142,240.7737527,2266,0,569.5,1131.003537,44899.04357,116.2327311,10037.33333,14987.91062,29421,4,30042,15021,20309.52097,29382,660,30880,10293.33333,17173.6585,30119,4,0,0,0,0,72,92,49.81402763,66.41870351,0,2266,338,792.5827582,628187.4286,0,0,0,1,0,0,0,0,1,386.2857143,142,569.5,72,0,0,0,0,0,0,3,426,4,2278,8192,237,2,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-72.167.239.239-49846-80-6,192.168.10.14,49846,72.167.239.239,80,6,3/7/17 9:06,23031,2,0,12,0,6,6,6,0,0,0,0,0,521.0368634,86.83947723,23031,0,23031,23031,23031,23031,0,23031,23031,0,0,0,0,0,0,0,0,0,40,0,86.83947723,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-72.167.239.239-49845-80-6,192.168.10.14,49845,72.167.239.239,80,6,3/7/17 9:06,23960,2,0,12,0,6,6,6,0,0,0,0,0,500.8347245,83.47245409,23960,0,23960,23960,23960,23960,0,23960,23960,0,0,0,0,0,0,0,0,0,40,0,83.47245409,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-34.197.207.184-49844-443-6,192.168.10.14,49844,34.197.207.184,443,6,3/7/17 9:06,242245,11,7,585,5527,189,0,53.18181818,70.93069601,2274,0,789.5714286,925.7137529,25230.65492,74.30493921,14249.70588,21851.49706,50737,3,242245,24224.5,24597.64443,52534,3,109482,18247,27545.24474,56329,4,0,0,0,0,232,152,45.40857396,28.89636525,0,2274,321.6842105,650.6802468,423384.7836,0,0,0,1,0,0,0,0,0,339.5555556,53.18181818,789.5714286,232,0,0,0,0,0,0,11,585,7,5527,8192,110,10,20,0,0,0,0,0,0,0,0,Benign
192.168.10.14-34.197.207.184-49844-443-6,34.197.207.184,443,192.168.10.14,49844,6,3/7/17 9:06,42395,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6,0,1320.910485,94.35074891,14131.66667,24394.53284,42300,3,42395,21197.5,29973.54935,42392,3,0,0,0,0,0,0,0,0,0,60,20,70.76306168,23.58768723,6,38,12.4,14.31083506,204.8,0,0,0,0,1,0,0,0,0,15.5,16.66666667,6,60,0,0,0,0,0,0,3,50,1,6,114,0,2,20,0,0,0,0,0,0,0,0,Benign
